id,name,category,type,ship_to_name,ship_to_erp,ship_to_id,license_plate_number,erp_id,Asset Type,Tank Size,Hub,LoS,Date Added
649503,MS-704,tank,RentalAsset,W I 20 Service Rd,80001BAE-1679953043-W I 20 Service Rd,558480,MS-704,,,,,,
649504,Cust Dyed Tank,tank,CustomerAsset,3725 Miller Park South,Pending Miller Park,558732,Cust Dyed Tank,,,,,,
649512,Cust Generator,generator,CustomerAsset,PTC 133,80000993-1559832903-PTC 133,548076,Cust Generator,,,,,,
649516,CUST DYED TANK,tank,CustomerAsset,Discovery Hills,80001495-1637697228-Discovery Hills,558738,CUST DYED TANK,,,,,,
649523,Ft8210,tank,CustomerAsset,Kiewit Offshore,80002086-1708441138-Kiewit Offshore,514982,Ft8210,,,,,,
649525,100KW GEN#10382601,generator,CustomerAsset,Presidential Place,800012FB-1628105314-Presidential Place,558741,100KW GEN#10382601,,,,,,
649529,Cust Tank Dyed,tank,CustomerAsset,BIG E 6- CO RD 149,Pending Big E 6,558743,Cust Tank Dyed,,,,,,
649530,CUSTOMER TANK,tank,CustomerAsset,Hill and Dale Ave,PENDING,558744,CUSTOMER TANK,,,,,,
649531,CUSTOMER TANK,tank,CustomerAsset,Hill and Dale Ave,800002A4-1454961347-Hill and Dale Ave,558746,CUSTOMER TANK,,,,,,
649551,Blue tank,tank,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,Blue tank,,,,,,
649558,CUST EQUIPMENT,equipment,CustomerAsset,Monahans Job,800005D6-1504637023-Monahans Job,558767,CUST EQUIPMENT,,,,,,
649562,DEF TOTE,tank,CustomerAsset,Diver,800008DE-1549574120-Diver,510255,DEF TOTE,,,,,,
649563,Vendor Dyed Tank,tank,CustomerAsset,N Marshall Rd,800022A7-1719593776-N Marshall Rd,552681,Vendor Dyed Tank,,,,,,
649588,MS-116,tank,RentalAsset,Ingleside Yard,8000101D-1603297305-Ingleside Yard,706457,MS-116,,,,,,
649592,5386,generator,CustomerAsset,Richmond Ave,80001F7D-1702068548-Richmond Ave,491101,5386,,,,,,
649605,Customer tank,tank,CustomerAsset,S 5th St,80002303-1721409065-S 5th St,546415,Customer tank,,,,,,
649607,0245 GE,generator,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,0245 GE,,,,,,
649608,PGD-000502,generator,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,PGD-000502,,,,,,
649609,10437672,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10437672,,,,,,
649610,10371682,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10371682,,,,,,
649611,10219154,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10219154,,,,,,
649612,Mixing plant,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,Mixing plant,,,,,,
649634,Multiple equipment,equipment,CustomerAsset,Bull Moose Job,8000066B-1509477868-TX 302,558548,Multiple equipment,,,,,,
649640,173863. Cube,tank,CustomerAsset,3725 Miller Park South,Pending Miller Park,558732,173863. Cube,,,,,,
649653,100g tank,tank,CustomerAsset,Richmond Ave,80001F7D-1702068548-Richmond Ave,491101,100g tank,,,,,,
649656,(2) CUST DYED TANK,tank,CustomerAsset,FM 3057,80001280-1624374225-FM 3057,472268,(2) CUST DYED TANK,,,,,,
649660,Mulcher,equipment,CustomerAsset,Indian Springs,80000496-1486482561-Indian Springs,533610,Mulcher,,,,,,
649669,Cust Clear Tank,tank,CustomerAsset,CR 413,80002353-1722545936-CR 413,558805,Cust Clear Tank,,,,,,
649677,EQUIP,equipment,CustomerAsset,Beechnut 521,800000D1-1412365240-Beechnut 521,558804,EQUIP,,,,,,
649682,CUST CLEAR OH TANK,tank,CustomerAsset,Maler Rd.,Pend- Maler Rd.,558806,CUST CLEAR OH TANK,,,,,,
649744,Gen,generator,CustomerAsset,AtHome Webster,8000231D-1721919909-AtHome Webster,546278,Gen,,,,,,
649749,Sky Trac 7602,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,Sky Trac 7602,,,,,,
649750,LT 5612,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,LT 5612,,,,,,
649752,Tc528,tank,CustomerAsset,Diver Solar Laydown,800013E1-1632503444-Diver Solar Laydown,519153,Tc528,,,,,,
649755,Def,tank,CustomerAsset,Diver,800008DE-1549574120-Diver,510255,Def,,,,,,
649758,DEF TANK,tank,CustomerAsset,Hwy 36,800015F7-1647022115-Hwy 36,155310,DEF TANK,,,,,,
649770,CUST GEN,generator,CustomerAsset,Betka Rd,80000571-1500564296-Betka Rd,443403,CUST GEN,,,,,,
649780,Cust Equipment,equipment,CustomerAsset,Bucktail E1011H,800012DB-1627321982-Bucktail E1011H,546385,Cust Equipment,,,,,,
649781,Cust Equipment Dyed,equipment,CustomerAsset,Bucktail E107H,800012DB-1627321982-Bucktail E107H,558839,Cust Equipment Dyed,,,,,,
649782,Cust Tank Clear,tank,CustomerAsset,Bucktail E107H,800012DB-1627321982-Bucktail E107H,558839,Cust Tank Clear,,,,,,
649813,LW INDUSTRIAL PRESSURE WASHER,equipment,CustomerAsset,NuCera Solutions Oil,80000685-1510785766-NuCera Solutions Oil,523766,LW INDUSTRIAL PRESSURE WASHER,,,,,,
649821,Cust Gens & Equip,generator,CustomerAsset,Katy Jurassic,800001CA-1436449764-Katy Jurassic,521084,Cust Gens & Equip,,,,,,
649822,Cust Gens & Equipment,generator,CustomerAsset,Katy Jurassic,800001CA-1436449764-Katy Jurassic,521084,Cust Gens & Equipment,,,,,,
649823,Komatsu loader L-0005,equipment,CustomerAsset,Anniston Sec 4,80000043-1405975414-Anniston Sec 4,537520,Komatsu loader L-0005,,,,,,
649824,John deer motor grader M-0001,equipment,CustomerAsset,Anniston Sec 4,80000043-1405975414-Anniston Sec 4,537520,John deer motor grader M-0001,,,,,,
649825,Komatsu Dozer D-0001,equipment,CustomerAsset,Anniston Sec 4,80000043-1405975414-Anniston Sec 4,537520,Komatsu Dozer D-0001,,,,,,
649828,Pump,equipment,CustomerAsset,W Lake Houston Pkwy,80001820-1660053470-W Lake Houston Pkwy,261151,Pump,,,,,,
649830,Forklift,equipment,CustomerAsset,W Lake Houston Pkwy,80001820-1660053470-W Lake Houston Pkwy,261151,Forklift,,,,,,
649831,Gas cans,equipment,CustomerAsset,W Lake Houston Pkwy,80001820-1660053470-W Lake Houston Pkwy,261151,Gas cans,,,,,,
649837,Cat mixer 1404,equipment,CustomerAsset,Anniston Sec 4,80000043-1405975414-Anniston Sec 4,537520,Cat mixer 1404,,,,,,
649854,11208618,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,11208618,,,,,,
649879,375,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,375,,,,,,
649881,10104808,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10104808,,,,,,
649890,10657275,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10657275,,,,,,
649891,502,generator,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,502,,,,,,
649892,XBSG248,tank,CustomerAsset,SCHLUMBERGER RIG TEC,800001CC-1436472496-SCHLUMBERGER RIG TEC,325017,XBSG248,,,,,,
649895,CUST 99.903,tank,CustomerAsset,Mesa Drive 2216 A2,80000570-1500498115-Mesa Drive 2216 A2,558623,CUST 99.903,,,,,,
649902,TK00826,tank,CustomerAsset,Houston Ship A720968,800001CC-1436472496-Houston Ship A720968,560093,TK00826,,,,,,
649908,10610396,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10610396,,,,,,
649909,10011902,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10011902,,,,,,
649910,Oil patch grp,generator,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,Oil patch grp,,,,,,
649911,Kroger Reefer,reefer,CustomerAsset,735 - Briar Forest,800008D8-1549389599-735 - Briar Forest,273750,Kroger Reefer,,,,,,
649912,Ft24,equipment,CustomerAsset,Rosewood Tres Ramos F - DYED,80001A16-1670424773-Rosewood Tre Ramos F,546139,Ft24,,,,,,
649914,MS-837,tank,RentalAsset,Sadler Means YWLA,800001C4-1436218530-Sadler Means YWLA,558749,MS-837,,,,,,
649920,CUST CLEAR TANK,tank,CustomerAsset,Rig 1001 CR 242,8000206B-1707762269-Rig 1001 CR 242,560111,CUST CLEAR TANK,,,,,,
649953,CUST EQUIP,equipment,CustomerAsset,West Grove,800021CB-1715174537-West Grove,558846,CUST EQUIP,,,,,,
649954,DEF TANK,equipment,CustomerAsset,West Grove,800021CB-1715174537-West Grove,558846,DEF TANK,,,,,,
649974,1762112,generator,CustomerAsset,PROVIDENT PEREGRINE,80002223-1716425897-PROVIDENT PEREGRINE,522279,1762112,,,,,,
649975,W-Crain,equipment,CustomerAsset,FORMOSA,800012B3-1625774862-FORMOSA,534996,W-Crain,,,,,,
649976,Man lift,equipment,CustomerAsset,FORMOSA,800012B3-1625774862-FORMOSA,534996,Man lift,,,,,,
649977,LE500x,generator,CustomerAsset,FORMOSA,800012B3-1625774862-FORMOSA,534996,LE500x,,,,,,
649978,LE400,generator,CustomerAsset,FORMOSA,800012B3-1625774862-FORMOSA,534996,LE400,,,,,,
649979,170041,generator,CustomerAsset,FORMOSA,800012B3-1625774862-FORMOSA,534996,170041,,,,,,
649982,Gens and equipment,generator,CustomerAsset,Katy Jurassic,800001CA-1436449764-Katy Jurassic,521084,Gens and equipment,,,,,,
650000,NEW GEN 8836,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,NEW GEN 8836,,,,,,
650001,Sunbelt transcube,tank,CustomerAsset,CR 1100 Horizon W Dr,800021B4-1714527030-CR 1100 Horizon W Dr,520020,Sunbelt transcube,,,,,,
650002,Ford truck RTG 5029,tank,CustomerAsset,CHANNELVIEW,80001F74-1701984754-CHANNELVIEW,521681,Ford truck RTG 5029,,,,,,
650005,EQUIPMENT,equipment,CustomerAsset,TI-Richardson Campus,800004A2-1487344505-TI-Richardson Campus,505439,EQUIPMENT,,,,,,
650006,CUST EQUIPMENT,equipment,CustomerAsset,TI-Richardson Campus,800004A2-1487344505-TI-Richardson Campus,505439,CUST EQUIPMENT,,,,,,
650007,TK00303,tank,CustomerAsset,Chemours Co-A689925,800001CC-1436472496-Chemours Co-A689925,283550,TK00303,,,,,,
650008,CUSTOMER TANK,tank,CustomerAsset,Juno Energy,8000120E-1620664922-Juno Energy,560131,CUSTOMER TANK,,,,,,
650010,GENERATOR,generator,CustomerAsset,Titan,800015E6-1646843659-Titan,560113,GENERATOR,,,,,,
650011,#TK00303,tank,CustomerAsset,Chemours Co-A689925,800001CC-1436472496-Chemours Co-A689925,283550,#TK00303,,,,,,
650013,F/L 6739,equipment,CustomerAsset,TI-Richardson Campus,800004A2-1487344505-TI-Richardson Campus,505439,F/L 6739,,,,,,
650014,M/L- 4733,equipment,CustomerAsset,TI-Richardson Campus,800004A2-1487344505-TI-Richardson Campus,505439,M/L- 4733,,,,,,
650015,Ft25,equipment,CustomerAsset,Rosewood Bracken 4-5 - Dyed,80001A16-1670424773-Rosewood Bracken 4-5,535080,Ft25,,,,,,
650016,Ft02,equipment,CustomerAsset,Rosewood Bracken 4-5 - Dyed,80001A16-1670424773-Rosewood Bracken 4-5,535080,Ft02,,,,,,
650029,CUST GEN 1,generator,CustomerAsset,FM 2920,800001CA-1436449764-FM 2920,560139,CUST GEN 1,,,,,,
650030,CUST GEN 2,generator,CustomerAsset,FM 2920,800001CA-1436449764-FM 2920,560139,CUST GEN 2,,,,,,
650032,Hatachi excavator,equipment,CustomerAsset,Asbury St,80001989-1666288810-Asbury St,533283,Hatachi excavator,,,,,,
650037,10657323,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10657323,,,,,,
650038,11208580,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,11208580,,,,,,
650050,CUSTOMER TANK,tank,CustomerAsset,"BUFFALO TRACE 32.0649503, -103.9353083",PENDING BT,560141,CUSTOMER TANK,,,,,,
650061,Customer Gen,generator,CustomerAsset,Bridgeland A719960,800001CC-1436472496-Bridgeland A719960,547922,Customer Gen,,,,,,
650064,Gen#6006,generator,CustomerAsset,Richmond Ave,80001F7D-1702068548-Richmond Ave,491101,Gen#6006,,,,,,
650068,Bennett tms9000,equipment,CustomerAsset,NuCera Solutions Oil,80000685-1510785766-NuCera Solutions Oil,523766,Bennett tms9000,,,,,,
650070,Tr635,equipment,CustomerAsset,Rosewood Bracken 4-5 - Dyed,80001A16-1670424773-Rosewood Bracken 4-5,535080,Tr635,,,,,,
650071,Sunbelt 10782415,equipment,CustomerAsset,Richmond Ave,80001F7D-1702068548-Richmond Ave,491101,Sunbelt 10782415,,,,,,
650072,CUST TANK ON BARGE,tank,CustomerAsset,Joe Fulton Corridor,80001FD6-1704324608-Joe Fulton Corridor,560215,CUST TANK ON BARGE,,,,,,
650079,Blower,equipment,CustomerAsset,Dacy Ln.,80002064-1707504982-Dacy Ln.,558537,Blower,,,,,,
650080,Cust. Equipment,equipment,CustomerAsset,Dacy Ln.,80002064-1707504982-Dacy Ln.,558537,Cust. Equipment,,,,,,
650091,EQUIPMENT,equipment,CustomerAsset,I 35 and W Slaughter,80001B1C-1677002827-I 35 and W Slaughter,560219,EQUIPMENT,,,,,,
650095,EQUIPMENT,equipment,CustomerAsset,Rice University,80001F21-1699571766-Rice University,560221,EQUIPMENT,,,,,,
650101,10980976,generator,CustomerAsset,FM 2920,800001CA-1436449764-FM 2920,560139,10980976,,,,,,
650102,10399444,generator,CustomerAsset,FM 2920,800001CA-1436449764-FM 2920,560139,10399444,,,,,,
650117,Tk00303,tank,CustomerAsset,Corpus Christi Plant,80001E84-1696454785-Corpus Christi Plant,431235,Tk00303,,,,,,
650124,CUSTOMER DYED TANK,tank,CustomerAsset,US 59,8000235A-1722620830-US 59,560276,CUSTOMER DYED TANK,,,,,,
650152,607 pump,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,607 pump,,,,,,
650153,11208626,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,11208626,,,,,,
650154,10657295,equipment,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,10657295,,,,,,
650158,AGGREKO TBD TANK,tank,CustomerAsset,HRP Live A718042,800001CC-1436472496-HRP Live A718042,560273,AGGREKO TBD DTANK,,,,,,
650160,Light Tower 1,equipment,CustomerAsset,Target T1877,80001363-1630602200-Target T1877,560283,LIGHT TOWER 1,,,,,,
650161,LIGHT TOWER 2,equipment,CustomerAsset,Target T1877,80001363-1630602200-Target T1877,560283,LIGHT TOWER 2,,,,,,
650162,LIGHT TOWER 3,equipment,CustomerAsset,Target T1877,80001363-1630602200-Target T1877,560283,LIGHT TOWER 3,,,,,,
650165,CUST CLEAR TANK,tank,CustomerAsset,Ingleside Job,80002362-1722874213-Ingleside Job,561122,CUST CLEAR TANK,,,,,,
650166,CUST NL TANK,tank,CustomerAsset,Ingleside Job,80002362-1722874213-Ingleside Job,561122,CUST NL TANK,,,,,,
650167,MS-1297,tank,RentalAsset,CR 332,80001D5F-1691006991-CR 332,521458,MS-1297,MS-1297,,,,,
650170,Cat Loader# - F5K00787,equipment,CustomerAsset,Rice University,80001F21-1699571766-Rice University,560221,Cat Loader# - F5K00787,,,,,,
650171,Komatsu Excavator# - C81491,equipment,CustomerAsset,Rice University,80001F21-1699571766-Rice University,560221,Komatsu Excavator# - C81491,,,,,,
650176,CUST GEN,generator,CustomerAsset,Austin Pkwy,80001882-1661895083-Austin Pkwy,561132,CUST GEN,,,,,,
650184,EQUIPMENT,equipment,CustomerAsset,Old Port Industrial,80001DD6-1692909183-Old Port Industrial,422446,EQUIPMENT,,,,,,
650192,Scaper 772 GP,equipment,CustomerAsset,West Grove,800021CB-1715174537-West Grove,558846,Scaper 772 GP,,,,,,
650195,Loader 174827,equipment,CustomerAsset,West Grove,800021CB-1715174537-West Grove,558846,Loader 174827,,,,,,
650207,99.228 Fuel Cube,tank,CustomerAsset,W Lake Houston Pkwy,80000570-1500498115-W Lake Houston Pkwy,223768,99.228 Fuel Cube,,,,,,
650220,CUSTOMER DRUM,tank,CustomerAsset,Lonestar Pkwy,800006DE-1518467221-Lonestar Pkwy,561153,CUSTOMER DRUM,,,,,,
650231,CUSTOMER TANK,tank,CustomerAsset,Co Food Bank West,80001495-1637697228-Co Food Bank West,561155,CUSTOMER TANK,,,,,,
650324,2112,generator,CustomerAsset,PROVIDENT PEREGRINE,80002223-1716425897-PROVIDENT PEREGRINE,522279,2112,,,,,,
650325,2115,generator,CustomerAsset,PROVIDENT PEREGRINE,80002223-1716425897-PROVIDENT PEREGRINE,522279,2115,,,,,,
650329,Komatsu Excavator-C82425,equipment,CustomerAsset,Levey Logistics Park,80000035-1405975412-Levey Logistics Park,519405,Komatsu Excavator-C82425,,,,,,
650330,Cat Loader-021625,equipment,CustomerAsset,Levey Logistics Park,80000035-1405975412-Levey Logistics Park,519405,Cat Loader-021625,,,,,,
650346,EQUIPMENT,equipment,CustomerAsset,Ingleside Tx,Pend- Ingleside Tx- Chemours,561214,EQUIPMENT,,,,,,
650347,CUST TANK,tank,CustomerAsset,Rig 20 Big Bertha,8000075E-1526916567-Rig 20 Big Bertha,561213,CUST TANK,,,,,,
650351,EQUIPMENT,equipment,CustomerAsset,Golden Spike Ln,80002348-1722460257-Golden Spike Ln,561217,EQUIPMENT,,,,,,
650364,Equipment,equipment,CustomerAsset,Lonestar Pkwy,800006DE-1518467221-Lonestar Pkwy,561153,Equipment,,,,,,
650377,6519,generator,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,6519,,,,,,
650379,6519#,generator,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,6519#,,,,,,
650382,CUST DYED TANK,tank,CustomerAsset,HC Mud 188,80000104-1416409180-HC Mud 188,561262,CUST DYED TANK,,,,,,
650385,MS-1180,tank,RentalAsset,Glaspie to Patton Transfer,80002386-1723642410-Glaspie to Patton Tr,752363,MS-1180,,,,,,
650391,Equipment,equipment,CustomerAsset,Labrada,80000035-1405975412-Labrada,533304,Equipment,,,,,,
650417,CUST TANK,tank,CustomerAsset,Lowes 2962,8000087E-1543507094-Lowes 2962,543314,CUST TANK,,,,,,
650421,GEN 1,generator,CustomerAsset,S. Almeda,80001107-1613763000-S. Almeda,269854,GEN 1,,,,,,
650423,GEN 2,generator,CustomerAsset,S. Almeda,80001107-1613763000-S. Almeda,269854,GEN 2,,,,,,
650428,100KW GEN,generator,CustomerAsset,Radbrook Plc,80001C7F-1685117832-Radbrook Plc,562126,100KW GEN,,,,,,
650429,Roller B49763,equipment,CustomerAsset,West Grove,800021CB-1715174537-West Grove,558846,Roller B49763,,,,,,
650458,Cummins Gen J130584422,generator,CustomerAsset,Hurt Station,80000782-1529350865-Hurt Station,562135,Cummins Gen J130584422,,,,,,
650530,CUST GEN,generator,CustomerAsset,Franz Road,800006DE-1518467221-Franz Road,562212,CUST GEN,,,,,,
650531,EQUIP 1,equipment,CustomerAsset,Baker Hay & Feed,800001CB-1436449855-Baker Hay & Feed,562209,EQUIP 1,,,,,,
650539,JD Tractor,equipment,CustomerAsset,Big Elm Creek Ln,80000D58-1575396718-Big Elm Creek Ln,562361,JD Tractor,,,,,,
650540,CAT DEF JUG 701134,generator,CustomerAsset,Radbrook Plc,80001C7F-1685117832-Radbrook Plc,562126,CAT DEF JUG 701134,,,,,,
650547,CUST TANK,tank,CustomerAsset,Dashiell Project,800015D3-1646410515-Dashiell Project,562223,CUST TANK,,,,,,
650549,Grey-500CL,tank,CustomerAsset,FM 2510,800000FB-1415810980-FM 2510,271571,Grey-500CL,,,,,,
650551,Cust tank,tank,CustomerAsset,Baker Hay & Feed,800001CB-1436449855-Baker Hay & Feed,562209,Cust tank,,,,,,
650552,Elite Emergy Services,tank,CustomerAsset,Midland Yard,80002345-1722455182-Midland Yard,558810,Elite Emergy Services,,,,,,
650556,Chipper,equipment,CustomerAsset,W Bellfort Ave,800012C6-1626700461-W Bellfort Ave,560147,Chipper,,,,,,
650560,CUST GEN,generator,CustomerAsset,Spring Hill Dr.,800008C2-1548089240-Spring Hill Dr.,269069,CUST GEN,,,,,,
650567,WAJA359,tank,CustomerAsset,Enlink Mid A720604,800001CC-1436472496-Enlink Mid A720604,562228,WAJA359,,,,,,
650571,Wood chipper HD-12,equipment,CustomerAsset,Nichols Sawmill Rd,8000156E-1643903208-Nichols Sawmill Rd,166883,Wood chipper HD-12,,,,,,
650572,Gen #0976,generator,CustomerAsset,FM 2920,800001CA-1436449764-FM 2920,560139,Gen #0976,,,,,,
650573,Gen#0858,generator,CustomerAsset,FM 2920,800001CA-1436449764-FM 2920,560139,Gen#0858,,,,,,
650575,TC 3493,tank_wagon,DeliveryAsset,Houston HUB,,135003,TC 3493,,,,,,
650578,TC 3492 TC,truck,DeliveryAsset,Houston HUB,,135003,TC 3493 TC,,,,,,
650587,CUST CLEAR TANK,tank,CustomerAsset,Cobra 6H Ridgemar Energy,Pend- Ridgemar Energy Well Name: Barger A 2H,562249,CUST CLEAR TANK,,,,,,
650605,XBVP085,tank,CustomerAsset,Johnson Dev A720765,800001CC-1436472496-Johnson Dev A720765,562265,XBVP085,,,,,,
650633,GEN-XENY001-DEF,generator,CustomerAsset,Bridgeland A719960,800001CC-1436472496-Bridgeland A719960,547922,GEN-XENY001-DEF,,,,,,
650634,GEN-XENY001-DEF CASE,generator,CustomerAsset,Bridgeland A719960,800001CC-1436472496-Bridgeland A719960,547922,GEN-XENY001-DEF CASE,,,,,,
650637,Equipment FILL,equipment,CustomerAsset,Richmond Ave,80001F7D-1702068548-Richmond Ave,491101,Equipment FILL,,,,,,
650646,Puck up,vehicle,CustomerAsset,Cobra 6H Ridgemar Energy,Pend- Ridgemar Energy Well Name: Barger A 2H,562249,TBS 2192,,,,,,
650648,3 Tanks on the trailer,tank,CustomerAsset,Cobra 6H Ridgemar Energy,Pend- Ridgemar Energy Well Name: Barger A 2H,562249,3 Tanks on the trailer,,,,,,
650650,GENERATOR 1,generator,CustomerAsset,W Belfort,80001A19-1670439520-W Belfort,168793,GENERATOR 1,,,,,,
650651,GENERATOR 2,generator,CustomerAsset,W Belfort,80001A19-1670439520-W Belfort,168793,GENERATOR 2,,,,,,
650652,GENERATOR 3,generator,CustomerAsset,W Belfort,80001A19-1670439520-W Belfort,168793,GENERATOR 3,,,,,,
650654,GENERATOR 4,generator,CustomerAsset,W Belfort,80001A19-1670439520-W Belfort,168793,GENERATOR 4,,,,,,
650656,GENERATOR 5,generator,CustomerAsset,W Belfort,80001A19-1670439520-W Belfort,168793,GENERATOR 5,,,,,,
650659,Fuel cube Western seial 7427,tank,CustomerAsset,Washington St,80002064-1707504982-Washington St,517775,Fuel cube Western seial 7427,,,,,,
650661,Tractor,vehicle,CustomerAsset,Cobra 6H Ridgemar Energy,Pend- Ridgemar Energy Well Name: Barger A 2H,562249,3215102,,,,,,
650664,Trailer#883564 pump,equipment,CustomerAsset,Cobra 6H Ridgemar Energy,Pend- Ridgemar Energy Well Name: Barger A 2H,562249,Trailer#883564 pump,,,,,,
650665,Tractor,vehicle,CustomerAsset,Cobra 6H Ridgemar Energy,Pend- Ridgemar Energy Well Name: Barger A 2H,562249,1L65481,,,,,,
650670,DEF,equipment,CustomerAsset,Cobra 6H Ridgemar Energy,Pend- Ridgemar Energy Well Name: Barger A 2H,562249,DEF,,,,,,
650671,GREEN GEN,generator,CustomerAsset,Franz Road,800006DE-1518467221-Franz Road,562212,GREEN GEN,,,,,,
